,title,averageRating,cluster_agg
6213,"Notorious Bettie Page, The (2005)",3.0,352
3524,Hearts in Atlantis (2001),2.9166666666666665,352
7366,Endgame (2009),3.0,352
7678,"Skin I Live In, The (La piel que habito) (2011)",3.0,352
6807,"Tracey Fragments, The (2007)",3.0,352
2994,Talk Radio (1988),3.0,352
5367,Vera Drake (2004),3.0,352
5748,"Keys to the House, The (Chiavi di casa, Le) (2004)",3.0,352
3065,"Glass Menagerie, The (1987)",3.0,352
548,Moll Flanders (1996),3.0,352
2423,"Zed & Two Noughts, A (1985)",3.0,352
362,Being Human (1993),3.0,352
9473,Mudbound (2017),3.0,352
5935,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",3.0,352
1663,Simon Birch (1998),3.0,352
3748,Harrison's Flowers (2000),3.0,352
9326,Genius (2016),3.0,352
3841,CQ (2001),3.0,352
6568,December Boys (2007),3.0,352
2064,Native Son (1986),3.0,352
2400,"Third Miracle, The (1999)",3.0,352
8025,Anna Karenina (2012),3.0,352
7473,Vincent Wants to Sea (Vincent will meer) (2010),3.0,352
9527,Stefan Zweig: Farewell to Europe (2016),3.0,352
575,Sunset Park (1996),3.0,352
5540,Dominick and Eugene (1988),3.0,352
5527,White Nights (1985),3.0,352
2561,"Champ, The (1979)",3.0,352
5522,Death of a Salesman (1985),3.0,352
2391,Any Given Sunday (1999),3.0,352
6137,London (2005),3.0,352
748,Dangerous Ground (1997),3.0,352
3042,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",3.0,352
4811,Japanese Story (2003),3.0,352
8629,Wild (2014),2.9,352
3243,Lumumba (2000),3.0,352
756,Infinity (1996),3.0,352
2985,Proof of Life (2000),3.0416666666666665,352
5515,Boy Meets Girl (1984),3.0,352
1099,Angel Baby (1995),3.0,352
3500,"French Lieutenant's Woman, The (1981)",3.0,352
2366,Stealing Home (1988),3.0,352
289,Tom & Viv (1994),3.0,352
393,Widows' Peak (1994),3.0,352
2353,'night Mother (1986),3.0,352
4757,Sweet Dreams (1985),3.0,352
7462,Somewhere (2010),3.0,352
9415,Manchester by the Sea (2016),2.9,352
5653,Dog Days (Hundstage) (2001),3.0,352
1335,"Cool, Dry Place, A (1998)",3.0,352
4946,"Mudge Boy, The (2003)",3.0,352
5375,Callas Forever (2002),3.0,352
445,Poetic Justice (1993),3.0,352
2244,Body Shots (1999),3.0,352
795,"Secret Agent, The (1996)",3.0,352
9269,The Man Who Knew Infinity (2016),3.0,352
3652,"Shipping News, The (2001)",3.0,352
6279,Invincible (2006),3.0,352
5999,"Unfinished Life, An (2005)",3.0,352
5693,Down to the Bone (2004),3.0,352
4904,Broken Wings (Knafayim Shvurot) (2002),3.0,352
3994,"Man from Elysian Fields, The (2001)",3.0,352
3645,Ali (2001),3.0,352
3338,Little Nikita (1988),3.0,352
4330,Manic (2001),3.0,352
4399,Jubilee (1977),3.0,352
1966,"Winslow Boy, The (1999)",3.0,352
2796,"Sugarland Express, The (1974)",3.0,352
849,Drunks (1995),3.0,352
353,8 Seconds (1994),3.0,352
351,Federal Hill (1994),3.0,352
343,S.F.W. (1994),3.0,352
345,Boys Life (1995),3.0,352
187,"Cure, The (1995)",3.0,352
6302,Gridiron Gang (2006),3.0,352
7165,"Misfortunates, The (De helaasheid der dingen) (2009)",3.0,352
4364,Together (Han ni Zai Yiki) (2002),3.0,352
6708,Snow Angels (2007),3.0,352
3356,Tucker: The Man and His Dream (1988),3.0,352
1689,Permanent Midnight (1998),3.0,352
6308,All the King's Men (2006),3.0,352
5769,Coach Carter (2005),3.071428571428572,352
4337,Marooned in Iraq (Gomgashtei dar Aragh) (2002),3.0,352
7787,"Iron Lady, The (2011)",3.0,352
7724,Puncture (2011),3.0,352
539,Frisk (1995),3.0,352
9439,Fences (2016),3.0,352
231,My Crazy Life (Mi vida loca) (1993),3.0,352
1249,Eve's Bayou (1997),3.0,352
6633,Margot at the Wedding (2007),3.0,352
5389,I Am David (2003),3.0,352
9160,Truth (2015),3.0,352
3543,Fat Girl (À ma soeur!) (2001),3.0,352
3303,Ariel (1988),3.0,352
8175,Behind the Candelabra (2013),3.0,352
8073,Promised Land (2012),3.0,352
7720,Margaret (2011),3.0,352
3707,Last Orders (2001),3.0,352
4259,Laurel Canyon (2002),3.0,352
7739,Tomboy (2011),3.0,352
4917,Ned Kelly (2003),3.0,352
4261,"Safety of Objects, The (2001)",3.0,352
3123,Fuzz (1972),3.0,352
5104,Crossroads (1986),3.0,352
218,Jefferson in Paris (1995),3.0,352
5946,Last Days (2005),3.0,352
7932,"Firm, The (2009)",3.0,352
4521,Once Upon a Time in the Midlands (2002),3.0,352
4265,Prozac Nation (2001),3.0,352
5659,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",4.333333333333333,353
2067,Little Shop of Horrors (1986),3.333333333333333,353
1997,"Rocky Horror Picture Show, The (1975)",3.3412698412698414,353
5302,Garden State (2004),3.7083333333333335,354
191,Don Juan DeMarco (1995),3.6125,354
3589,"Now, Voyager (1942)",3.6666666666666665,354
3736,Humanoids from the Deep (1980),1.5,355
4056,Piranha II: The Spawning (1981),2.0,355
5257,Dr. Terror's House of Horrors (1965),1.5,355
4031,Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980),2.0,355
2670,Carnosaur 2 (1995),1.5,355
2865,"Brain That Wouldn't Die, The (1962)",1.5,355
2669,Carnosaur (1993),2.0,355
1364,Species II (1998),1.9444444444444444,355
9550,War for the Planet of the Apes (2017),2.875,356
1293,"Postman, The (1997)",2.6923076923076925,356
3414,Planet of the Apes (2001),2.7448979591836733,356
7836,Project X (2012),2.0625,357
1942,"Out-of-Towners, The (1999)",2.0,357
3359,Young Einstein (1988),1.8333333333333333,357
8378,Welcome to the Jungle (2013),2.0,357
7217,American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009),2.1666666666666665,357
3096,Company Man (2000),2.0,357
1881,Jawbreaker (1999),2.0,357
4858,Barbershop 2: Back in Business (2004),2.1666666666666665,357
6828,Hamlet 2 (2008),2.0,357
1699,"Fiendish Plot of Dr. Fu Manchu, The (1980)",2.0,357
3111,Tapeheads (1988),2.0,357
3332,High Spirits (1988),2.0,357
646,High School High (1996),2.0,357
3074,"Like Father, Like Son (1987)",1.6666666666666667,357
3070,Ishtar (1987),2.0,357
8944,Jeff Dunham: All Over the Map (2014),2.0,357
3318,"Couch Trip, The (1988)",2.0,357
1106,Meet Wally Sparks (1997),2.1666666666666665,357
1708,"Night at the Roxbury, A (1998)",2.1,357
8363,Date and Switch (2014),2.0,357
3066,Hiding Out (1987),2.0,357
3146,Tomcats (2001),2.0,357
4823,Blame It on the Bellboy (1992),2.0,357
1927,Baby Geniuses (1999),1.6666666666666667,357
3053,Born in East L.A. (1987),2.0,357
6222,"You, Me and Dupree (2006)",2.1666666666666665,357
5674,Bring It On Again (2004),1.75,357
3159,Josie and the Pussycats (2001),1.75,357
3047,Back to the Beach (1987),1.8333333333333333,357
8374,Bring It On: Fight to the Finish (2009),2.0,357
3163,Freddy Got Fingered (2001),2.2,357
8390,Bad Words (2013),2.0,357
3132,Revenge of the Nerds II: Nerds in Paradise (1987),2.083333333333333,357
9504,Sandy Wexler (2017),2.0,357
3214,"Animal, The (2001)",2.136363636363636,357
2752,Porky's Revenge (1985),2.0,357
5851,Beauty Shop (2005),2.0,357
4419,Start the Revolution Without Me (1970),2.0,357
8644,A Merry Friggin' Christmas (2014),2.0,357
7130,Extract (2009),2.0,357
5186,Meet the Applegates (1991),2.0,357
7101,"Deal, The (2008)",2.0,357
3550,Making the Grade (1984),2.0,357
381,Cops and Robbersons (1994),2.1666666666666665,357
843,Loser (1991),2.0,357
9201,Maggie's Plan (2015),2.0,357
2271,Bustin' Loose (1981),2.0,357
9409,Wild Oats (2016),2.0,357
4322,Wildcats (1986),1.8333333333333333,357
2686,Whipped (2000),2.0,357
9250,My Big Fat Greek Wedding 2 (2016),2.0,357
2092,Haunted Honeymoon (1986),1.75,357
9240,Dad's Army (2016),2.0,357
5314,Without a Paddle (2004),2.0,357
7495,Little Fockers (2010),1.8333333333333333,357
2300,Under the Rainbow (1981),2.0,357
2294,Meatballs Part II (1984),2.083333333333333,357
1184,Out to Sea (1997),2.1666666666666665,357
1297,Mr. Magoo (1997),1.75,357
4357,"In-Laws, The (2003)",2.1666666666666665,357
6701,"Love Guru, The (2008)",2.125,357
2824,House Party (1990),2.0,357
7294,Women in Trouble (2009),2.0,357
1303,Senseless (1998),2.0,357
8743,The D Train (2015),2.0,357
7113,My Life in Ruins (2009),2.0,357
3846,Undercover Brother (2002),1.8333333333333333,357
2717,Big Momma's House (2000),2.176470588235294,357
1204,Leave It to Beaver (1997),1.75,357
4404,Dumb and Dumberer: When Harry Met Lloyd (2003),1.9545454545454544,357
3802,"Triumph of Love, The (2001)",2.0,357
1264,Chairman of the Board (1998),2.0,357
4307,Chasing Papi (a.k.a. Papi Chulo) (2003),2.0,357
5105,"Seducing Doctor Lewis (Grande séduction, La) (2003)",2.0,357
8463,Tammy (2014),2.0,357
5529,Club Paradise (1986),2.0,357
6042,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),2.142857142857143,357
5283,"Super, The (1991)",2.0,357
3468,Bubble Boy (2001),1.8888888888888888,357
237,Mixed Nuts (1994),2.0,357
9254,Me Him Her (2015),2.0,357
3960,Betsy's Wedding (1990),2.0,357
4234,Dennis the Menace (1993),1.8125,357
8895,Entourage (2015),2.0,357
9532,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog (2004),2.0,357
8897,No Way Jose (2015),2.0,357
3456,Any Which Way You Can (1980),2.0,357
3963,Ernest Scared Stupid (1991),2.083333333333333,357
1116,"Pest, The (1997)",2.0,357
7027,Balls Out: Gary the Tennis Coach (2009),2.0,357
2435,Sister Act 2: Back in the Habit (1993),1.8928571428571428,357
6512,Bring It On: All or Nothing (2006),2.0,357
2750,Porky's (1982),2.136363636363636,357
373,Cabin Boy (1994),2.0,357
219,"Jerky Boys, The (1995)",2.071428571428572,357
8070,Parental Guidance (2012),2.0,357
2698,"Hollywood Knights, The (1980)",2.0,357
4485,Hot Dog... The Movie (1984),2.0,357
3432,Troop Beverly Hills (1989),1.9166666666666667,357
9109,Rock the Kasbah (2015),2.0,357
6469,Kickin It Old Skool (2007),2.0,357
2751,Porky's II: The Next Day (1983),1.75,357
4256,Bringing Down the House (2003),1.9166666666666667,357
339,Wolf (1994),3.15625,358
5632,Audition (Ôdishon) (1999),3.75,358
4597,Love Affair (1939),3.0,359
5411,Dinner at Eight (1933),3.5,359
5420,Holiday (1938),3.0,359
4969,Pride and Prejudice (1940),3.6666666666666665,359
5151,"Front Page, The (1931)",3.5,359
2590,Modern Times (1936),3.72,359
2339,"Shop Around the Corner, The (1940)",3.6666666666666665,359
2482,City Lights (1931),3.8461538461538463,359
8668,Carry on Cabby (1963),4.5,360
2706,"Gold Rush, The (1925)",4.071428571428571,360
8136,"Perfect Plan, A (Plan parfait, Un) (2012)",4.25,360
5810,Royal Flash (1975),4.0,360
1425,Tom Jones (1963),3.6428571428571432,360
2609,"Son of the Sheik, The (1926)",4.0,360
7169,"Princess and the Pirate, The (1944)",4.0,360
2209,Sullivan's Travels (1941),4.0,360
1503,Saving Private Ryan (1998),4.1462765957446805,361
3138,Enemy at the Gates (2001),3.5125,361
4213,"Night of the Shooting Stars (Notte di San Lorenzo, La) (1982)",4.0,361
971,Patton (1970),4.121212121212121,361
1548,Newsies (1992),2.7,362
3020,Annie (1982),3.125,362
7938,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",3.0,362
5048,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",3.0,363
235,Mary Shelley's Frankenstein (Frankenstein) (1994),2.946428571428572,363
7282,Dorian Gray (2009),3.0,363
5053,Frankenstein Must Be Destroyed (1969),3.0,363
5099,Frankenstein Unbound (1990),3.0,363
1765,Godzilla (Gojira) (1954),2.1666666666666665,363
9032,Victor Frankenstein (2015),3.25,363
1028,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",3.1666666666666665,363
2931,"Creature from the Black Lagoon, The (1954)",2.125,364
2540,Baby... Secret of the Lost Legend (1985),2.2,364
1770,King Kong Lives (1986),2.0,364
3521,SpaceCamp (1986),2.1666666666666665,364
5392,Blade: Trinity (2004),2.8571428571428568,365
7913,Abraham Lincoln: Vampire Hunter (2012),2.75,365
2869,Phantasm II (1988),2.5,365
6478,Day Watch (Dnevnoy dozor) (2006),2.5,365
7244,Legion (2010),2.833333333333333,365
7423,Legend of the Guardians: The Owls of Ga'Hoole (2010),4.0,366
7733,Puss in Boots (2011),3.5625,366
7207,"Princess and the Frog, The (2009)",3.75,367
6890,Cinderella (1997),3.0,367
1766,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",1.5,368
5778,Alone in the Dark (2005),0.5,368
7943,Anaconda: The Offspring (2008),0.5,368
333,"River Wild, The (1994)",3.25,369
1755,Enemy of the State (1998),3.492537313432836,369
6773,Wanted (2008),3.1590909090909087,369
4198,"Recruit, The (2003)",3.3529411764705883,369
1155,Breakdown (1997),3.3461538461538463,369
6261,Crank (2006),3.4285714285714284,369
4467,S.W.A.T. (2003),3.321428571428572,369
80,Nick of Time (1995),3.25,369
2785,Assault on Precinct 13 (1976),3.6,369
9364,Train to Busan (2016),3.5,369
1209,Air Force One (1997),3.3448275862068964,369
1272,"Jackal, The (1997)",3.2222222222222223,369
5213,"Hitcher, The (1986)",3.625,369
3280,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",3.75,369
7193,"Patriot, The (1998)",3.5,369
7965,Premium Rush (2012),3.2,369
8647,Chappie (2015),3.25,369
4410,Fulltime Killer (Chuen jik sat sau) (2001),3.5,369
1872,Payback (1999),3.4222222222222216,369
4701,Passenger 57 (1992),3.5,369
3366,Blind Fury (1989),3.25,369
9705,Pacific Rim: Uprising (2018),2.75,370
4428,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",2.625,370
8786,Marvel One-Shot: Item 47 (2012),2.75,370
8351,"I, Frankenstein (2014)",2.25,370
3526,Extreme Days (2001),2.0,371
5767,Elektra (2005),2.05,371
9471,Mercury Plains (2016),2.0,371
8894,Dragon Blade (2015),2.0,371
8161,Darkon (2006),3.0,372
9372,Miss Peregrine's Home for Peculiar Children (2016),3.0,372
6431,Meshes of the Afternoon (1943),3.0,372
8906,Fantastic Beasts and Where to Find Them (2016),3.678571428571429,372
5490,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)",3.6666666666666665,373
6448,TMNT (Teenage Mutant Ninja Turtles) (2007),3.083333333333333,373
8357,The Lego Movie (2014),3.870967741935484,373
488,"Pagemaster, The (1994)",2.9375,374
7108,G-Force (2009),3.5,374
4809,Peter Pan (2003),3.083333333333333,374
6065,Zathura (2005),3.375,374
5651,Cube 2: Hypercube (2002),3.75,375
4315,"Andromeda Strain, The (1971)",3.625,375
1845,"Fly, The (1958)",3.3846153846153846,375
483,"Nightmare Before Christmas, The (1993)",3.553763440860215,376
7907,Beauty and the Beast: The Enchanted Christmas (1997),4.0,376
8723,Strange Magic (2015),3.0,376
1550,Peter Pan (1953),3.5731707317073167,376
1775,Red Sonja (1985),2.2777777777777777,377
3889,Reign of Fire (2002),2.7222222222222223,377
2902,Highlander: Endgame (Highlander IV) (2000),2.25,377
349,Street Fighter (1994),2.5,377
9692,Tomb Raider (2018),2.5,377
8297,47 Ronin (2013),2.642857142857143,377
40,Mortal Kombat (1995),2.5434782608695654,377
2897,Supergirl (1984),2.2222222222222223,377
6360,Eragon (2006),2.333333333333333,377
782,"Three Caballeros, The (1945)",3.6666666666666665,378
781,Winnie the Pooh and the Blustery Day (1968),3.615384615384616,378
7766,"Snowman, The (1982)",3.75,378
5766,"Many Adventures of Winnie the Pooh, The (1977)",3.5,378
1559,Sleeping Beauty (1959),3.4090909090909087,378
2381,Fantasia 2000 (1999),3.8333333333333335,378
4559,Videodrome (1983),3.6875,379
5514,Twilight Zone: The Movie (1983),3.0,379
5536,Prince of Darkness (1987),4.5,379
295,What's Eating Gilbert Grape (1993),3.7662337662337664,380
896,One Flew Over the Cuckoo's Nest (1975),4.2030075187969915,380
369,Blue Sky (1994),3.75,380
6941,Defiance (2008),3.928571428571429,381
4960,Fail-Safe (1964),4.0,381
3015,Thirteen Days (2000),3.9230769230769234,381
7196,Brothers (2009),3.5,381
134,Crimson Tide (1995),3.6359223300970873,381
6619,Lions For Lambs (2007),4.0,381
4100,"Quiet American, The (2002)",3.9,381
3260,Salvador (1986),4.5,381
8569,The Imitation Game (2014),4.02,381
6930,Valkyrie (2008),3.4090909090909087,381
4285,Basic (2003),3.75,381
7404,Sisters (Syostry) (2001),5.0,382
8982,Tokyo Tribe (2014),5.0,382
5466,Branded to Kill (Koroshi no rakuin) (1967),5.0,382
7491,Faster (2010),5.0,382
6043,"Great Yokai War, The (Yôkai daisensô) (2005)",2.75,383
9107,Goosebumps (2015),2.0,383
2708,On Her Majesty's Secret Service (1969),3.2647058823529416,384
334,Speed (1994),3.5292397660818717,384
594,Twister (1996),3.3211382113821135,384
2538,"Muppets Take Manhattan, The (1984)",3.333333333333333,385
5451,"Music Man, The (1962)",3.9,385
5206,Please Don't Eat the Daisies (1960),3.5,385
1547,"Muppet Christmas Carol, The (1992)",3.736842105263158,385
6710,"Dark Knight, The (2008)",4.238255033557047,386
8387,Need for Speed (2014),3.75,386
5917,Batman Begins (2005),3.8620689655172415,386
3918,"Good Girl, The (2002)",3.208333333333333,387
3228,"Seven Year Itch, The (1955)",3.375,387
644,"First Wives Club, The (1996)",3.071428571428572,387
7439,"Illusionist, The (L'illusionniste) (2010)",3.0,388
9237,Genius Party (2007),3.0,388
8145,Hulk Vs. (2009),3.0,388
6973,Afro Samurai: Resurrection (2009),2.5,388
7195,Merry Madagascar (2009),3.0,388
9624,"Fireworks, Should We See It from the Side or the Bottom? (2017)",2.0,388
3461,"Others, The (2001)",3.627272727272728,389
3421,Santa Sangre (1989),3.5,389
6637,"Orphanage, The (Orfanato, El) (2007)",3.875,389
7250,Triangle (2009),4.0,389
3482,"Wicker Man, The (1973)",3.9166666666666665,389
6962,"Uninvited, The (2009)",3.5,389
5089,Dark Water (Honogurai mizu no soko kara) (2002),4.0,389
4420,"Tenant, The (Locataire, Le) (1976)",4.25,389
8263,Inescapable (2012),1.0,390
7162,Legionnaire (1998),0.5,390
973,Akira (1988),3.743589743589744,391
7524,All-Star Superman (2011),4.25,391
7905,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990),4.0,391
126,Batman Forever (1995),2.916058394160584,392
6274,Crime Busters (1977),2.5,392
4071,I Spy (2002),2.5,392
6280,Idlewild (2006),4.0,393
663,Kansas City (1996),3.6666666666666665,393
5298,Sherlock Holmes: Dressed to Kill (1946),3.75,394
3619,And Then There Were None (1945),3.625,394
9124,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles (1981),4.0,394
3130,Death on the Nile (1978),3.0,394
9343,The Red Turtle (2016),4.5,395
9495,A Plasticine Crow (1981),5.0,395
9382,Winnie the Pooh and the Day of Concern (1972),5.0,395
9214,Three from Prostokvashino (1978),5.0,395
8993,Ooops! Noah is Gone... (2015),5.0,395
8718,Hedgehog in the Fog (1975),4.5,395
9540,Winter in Prostokvashino (1984),5.0,395
9380,Winnie the Pooh Goes Visiting (1971),5.0,395
8986,Nasu: Summer in Andalusia (2003),5.0,395
9537,Investigation Held by Kolobki (1986),5.0,395
9340,Piper (2016),4.5,395
9539,Vacations in Prostokvashino (1980),5.0,395
7059,Garfield's Pet Force (2009),5.0,395
9549,Cheburashka (1971),5.0,395
9561,Travels of an Ant (1983),5.0,395
3407,Pink Cadillac (1989),1.0,396
1620,Surf Nazis Must Die (1987),1.0,396
2112,Teaching Mrs. Tingle (1999),2.333333333333333,397
6319,Man of the Year (2006),2.5,397
619,"Cable Guy, The (1996)",2.805555555555556,397
1631,Family Plot (1976),3.1666666666666665,397
8925,The Silence of the Hams (1994),3.0,397
1101,Underworld (1996),3.0,397
4774,Foul Play (1978),2.75,397
5756,Out Cold (1989),2.5,397
359,Another Stakeout (1993),2.53125,397
3565,"Man Who Wasn't There, The (2001)",3.7352941176470584,398
2745,Blood Simple (1984),4.0,398
9478,Lemonade (2016),4.5,399
9259,Paterson,4.5,399
9541,The Godfather Trilogy: 1972-1990 (1992),4.75,399
9562,The Adventures of Sherlock Holmes and Doctor Watson: The Hunt for the Tiger (1980),4.5,399
9426,Whiplash (2013),4.75,399
9518,Death Note: Desu nôto (2006–2007),5.0,399
9138,The Adventures of Sherlock Holmes and Doctor Watson,5.0,399
9307,Ali Wong: Baby Cobra (2016),4.5,399
9514,Cosmos,4.5,399
9611,Black Mirror,5.0,399
9661,Too Funny to Fail: The Life and Death of The Dana Carvey Show (2017),4.5,399
3223,Uncommon Valor (1983),3.0,400
8038,Red Dawn (2012),2.25,400
3378,Farewell to the King (1989),3.0,400
2818,Missing in Action (1984),2.083333333333333,400
2118,Iron Eagle (1986),2.2857142857142856,400
5960,Junebug (2005),3.6666666666666665,401
5165,Saved! (2004),3.8928571428571432,401
5952,Georgy Girl (1966),4.0,401
8346,Jack Ryan: Shadow Recruit (2014),2.0,402
8149,"Grandmaster, The (Yi dai zong shi) (2013)",2.0,402
8201,White House Down (2013),2.9166666666666665,402
559,Space Jam (1996),2.707547169811321,403
8806,Home (2015),3.25,403
5819,Robots (2005),3.0263157894736836,403
1404,There's Something About Mary (1998),3.676190476190476,404
5743,Meet the Fockers (2004),3.1060606060606064,404
9034,Invincible Shaolin (1978),4.0,405
9232,Ip Man 3 (2015),4.0,405
5052,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),4.5,405
1647,Knock Off (1998),5.0,405
3725,"Big Bird Cage, The (1972)",4.5,405
3281,Game of Death (1978),4.166666666666667,405
7579,13 Assassins (Jûsan-nin no shikaku) (2010),4.0,405
9153,Masked Avengers (1981),4.0,405
4379,Live Wire (1992),4.0,405
6891,Crows Zero (Kurôzu zero) (2007),4.0,405
1143,Double Team (1997),4.0,405
3116,Alfie (1966),3.25,406
425,M. Butterfly (1993),3.0,406
3933,Simone (S1m0ne) (2002),2.142857142857143,407
9207,Welcome to Happiness (2015),1.5,407
9456,Marvel One-Shot: Agent Carter (2013),4.0,408
6675,Hellboy II: The Golden Army (2008),3.8055555555555554,408
5868,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",3.5,408
9378,Shin Godzilla (2016),4.0,408
9433,Rogue One: A Star Wars Story (2016),3.9259259259259265,408
3721,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),3.111111111111111,409
9309,Neo Tokyo (1987),3.0,409
7247,Wicked City (Yôjû toshi) (1987),2.5,409
288,Tales from the Hood (1995),3.0,410
5587,"Darkman II: Return of Durant, The (1995)",2.5,410
5945,"Devil's Rejects, The (2005)",3.7142857142857135,410
6124,Helter Skelter (2004),3.5,410
4212,Monty Python Live at the Hollywood Bowl (1982),4.166666666666667,411
2097,Airplane! (1980),3.85632183908046,411
977,Young Frankenstein (1974),3.9927536231884058,411
5433,"Lady from Shanghai, The (1947)",3.5,412
4839,D.O.A. (1950),2.5,412
941,Glory (1989),4.170731707317073,413
4380,Shenandoah (1965),4.0,413
4238,"Red Badge of Courage, The (1951)",4.0,413
5180,Police Academy: Mission to Moscow (1994),0.8,414
3541,Corky Romano (2001),1.3333333333333333,414
1785,Police Academy 6: City Under Siege (1989),1.5,414
5609,From Dusk Till Dawn 2: Texas Blood Money (1999) ,1.0,414
3810,Cadillac Man (1990),1.5,414
5073,Infernal Affairs (Mou gaan dou) (2002),4.333333333333333,415
2793,Serpico (1973),3.794117647058824,415
6950,"Gamers, The: Dorkness Rising (2008)",2.5,416
8216,R.I.P.D. (2013),1.8333333333333333,416
2984,Dungeons & Dragons (2000),1.8333333333333333,416
9546,A Detective Story (2003),5.0,417
9667,The Second Renaissance Part II (2003),4.0,417
3682,Metropolis (2001),3.9615384615384617,417
596,Ghost in the Shell (Kôkaku kidôtai) (1995),4.148148148148148,417
2682,"Time Masters (Maîtres du temps, Les) (1982)",4.5,417
1877,"Fantastic Planet, The (Planète sauvage, La) (1973)",4.0,417
5203,Northwest Passage (1940),3.0,418
3512,King Solomon's Mines (1937),2.5,418
7107,Paper Heart (2009),2.75,419
5728,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),2.75,419
5200,Super Size Me (2004),3.51,419
8802,Too Late for Tears (1949),4.0,420
3544,Mulholland Drive (2001),3.843137254901962,420
6176,Brick (2005),3.875,420
452,Rising Sun (1993),3.2777777777777777,421
8319,Oldboy (2013),3.0,421
3380,Gleaming the Cube (1989),2.0,421
4202,"Harder They Fall, The (1956)",4.0,422
972,Down by Law (1986),4.045454545454546,422
2957,"Strange Love of Martha Ivers, The (1946)",3.5,422
3273,Sweet Smell of Success (1957),4.125,422
1967,Mildred Pierce (1945),4.0,422
48,Lamerica (1994),5.0,423
5878,Palindromes (2004),5.0,423
1579,"Dead Zone, The (1983)",3.733333333333333,424
196,Dolores Claiborne (1995),3.395833333333333,424
2990,"Living Daylights, The (1987)",3.2916666666666665,425
2253,Licence to Kill (1989),3.325,425
754,Maximum Risk (1996),2.9,425
4968,Never Say Never Again (1983),3.125,425
378,Cliffhanger (1993),3.0346534653465347,425
4966,Octopussy (1983),3.3125,425
2327,"World Is Not Enough, The (1999)",3.333333333333333,425
1292,Tomorrow Never Dies (1997),3.066666666666667,425
2700,Mission: Impossible II (2000),2.7142857142857144,425
4096,Die Another Day (2002),2.9259259259259265,425
1171,Con Air (1997),3.0338983050847457,425
84,Broken Arrow (1996),3.023809523809524,425
479,Surviving the Game (1994),3.25,425
431,Executive Decision (1996),3.3780487804878048,425
7394,"Expendables, The (2010)",3.0588235294117645,425
1802,Rambo: First Blood Part II (1985),2.6578947368421053,425
648,Chain Reaction (1996),2.8823529411764706,425
1053,Die Hard 2 (1990),3.4044117647058822,425
1778,"View to a Kill, A (1985)",3.2142857142857144,425
7287,"Burrowers, The (2008)",3.0,426
1733,Vampires (1998),2.4285714285714284,426
6805,Hogfather (Terry Pratchett's Hogfather) (2006),4.0,427
9700,Alpha (2018),4.5,427
4442,Loose Cannons (1990),2.0,428
5346,Taxi (2004),1.75,428
9200,Ride Along 2 (2016),2.0,428
2455,Stop! Or My Mom Will Shoot (1992),1.7727272727272727,428
7339,Killers (2010),2.25,428
4174,Kangaroo Jack (2003),1.75,428
3760,Smokey and the Bandit II (1980),2.125,428
3762,Smokey and the Bandit III (1983),1.375,428
6552,Taxi 4 (2007),2.0,428
5840,If Looks Could Kill (1991),2.0,428
2415,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),2.1875,428
9287,Kindergarten Cop 2 (2016),1.5,428
8868,Hot Pursuit (2015),1.5,428
511,Snow White and the Seven Dwarfs (1937),3.616883116883117,429
786,Dumbo (1941),3.3857142857142857,429
8053,"Hobbit: An Unexpected Journey, The (2012)",3.8125,430
8296,"Hobbit: The Desolation of Smaug, The (2013)",3.58,430
7020,Flatfoot on the Nile (Piedone d'Egitto) (1980),1.5,431
6122,Bandidas (2006),1.0,431
8562,Drive Hard (2014),1.5,431
2730,Rent-A-Cop (1988),1.0,431
6852,Eagle Eye (2008),3.0625,432
8166,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",3.3571428571428568,432
7599,"Fast Five (Fast and the Furious 5, The) (2011)",3.05,432
1288,Scream 2 (1997),2.919354838709677,433
5660,Dead End (2003),3.5,433
